~~431|	|6895|	|\\PRTPRDDEN001\DEN001PR019-PCL|	|2|	|1|	|3
~~432|	|7857|	||	|2|	|1|	|3
~~433|	|7847|	||	|1|	|1|	|3
~~434|	|6918|	||	|2|	|1|	|3
~~435|	|5384|	||	|1|	|1|	|3
~~436|	|8127|	||	|1|	|1|	|3
~~437|	|5319|	||	|2|	|1|	|3
~~438|	|2882|	||	|1|	|1|	|3
~~439|	|6559|	||	|3|	|0|	|3
~~440|	|6894|	|\\prtprdden001\DEN001PR070|	|2|	|1|	|3
~~441|	|6995|	||	|2|	|1|	|3
~~442|	|6576|	||	|2|	|0|	|3
~~443|	|2494|	|\\PRTPRDDEN001.network.lan\DEN001PR107|	|1|	|1|	|3
~~444|	|442|	||	|1|	|1|	|3
~~445|	|7351|	|\\utilprdmtl001\MTL001PR072|	|2|	|1|	|3
~~446|	|7322|	|\\utilprdmtl001\MTL001PR123|	|2|	|1|	|3
~~447|	|7186|	||	|2|	|1|	|3
~~448|	|6792|	||	|2|	|1|	|3
~~449|	|7211|	||	|2|	|1|	|3
~~450|	|7300|	||	|2|	|0|	|3
~~451|	|6616|	||	|2|	|0|	|3
~~452|	|6432|	||	|2|	|0|	|3
~~453|	|6563|	||	|2|	|0|	|3
~~454|	|6649|	||	|2|	|0|	|3
~~455|	|6458|	||	|2|	|0|	|3
~~456|	|6638|	||	|2|	|0|	|3
~~457|	|6624|	||	|2|	|0|	|3
~~458|	|6765|	||	|2|	|0|	|3
~~459|	|6501|	||	|2|	|0|	|3
~~460|	|6806|	||	|2|	|0|	|3
~~461|	|6777|	||	|2|	|0|	|3
~~462|	|8168|	||	|2|	|0|	|3
~~463|	|6755|	||	|3|	|0|	|3
~~464|	|6566|	||	|2|	|0|	|3
~~465|	|6593|	||	|2|	|0|	|3
~~466|	|6556|	||	|2|	|0|	|3
~~467|	|6708|	||	|2|	|0|	|3
~~468|	|6551|	||	|2|	|0|	|3
~~469|	|6753|	||	|2|	|0|	|3
~~470|	|6570|	||	|3|	|0|	|3
~~471|	|6704|	||	|2|	|0|	|3
~~472|	|6564|	||	|2|	|0|	|3
~~473|	|6560|	||	|2|	|0|	|3
~~474|	|6658|	||	|3|	|0|	|3
~~475|	|6748|	||	|2|	|0|	|3
~~476|	|8260|	||	|2|	|0|	|3
~~477|	|6729|	||	|2|	|0|	|3
~~478|	|6582|	||	|2|	|0|	|3
~~479|	|6614|	||	|2|	|0|	|3
~~480|	|8067|	||	|2|	|0|	|3
~~481|	|6580|	||	|2|	|0|	|3
~~482|	|6486|	||	|2|	|0|	|3
~~483|	|6732|	||	|3|	|0|	|3
~~484|	|6469|	||	|2|	|0|	|3
