~~2073|	|UP1-Coker Field Operator Coke 1|	|UP1-Coker Field Operator Coker 1|	|3|	|0|	|58|	|UP1 - Coker|	|1|	|0|	|
~~2074|	|UP2-Coker Field Operator Coker - Bottom|	|UP2-Coker Field Operator Coker - Bottom|	|3|	|0|	|58|	|UP2 - Coker|	|1|	|0|	|
~~2075|	|UP2-Primary Field Operator - Plant 57|	|UP2-Primary Field Operator - Plant 57|	|3|	|0|	|58|	|UP2 - Primary|	|1|	|0|	|
~~2076|	|UP2-Secondary Field Operator - Plant 55|	|UP2-Secondary Field Operator - Plant 55|	|3|	|0|	|58|	|UP2 - Secondary|	|1|	|0|	|
~~2077|	|UP1 Area Manager|	|UP1 Area Manager|	|3|	|0|	|95|	|UP1 - General|	|1|	|0|	|
~~2078|	|UP1 - Coker Unit Leader|	|UP1 - Coker Unit Leader|	|3|	|0|	|98|	|UP1 - Coker|	|1|	|0|	|
~~2079|	|UP1 - Primary Unit Leader|	|UP1 - Primary Unit Leader|	|3|	|0|	|98|	|UP1 - Primary|	|1|	|0|	|
~~2080|	|UP1 - Secondary Unit Leader|	|UP1 - Secondary Unit Leader|	|3|	|0|	|98|	|UP1 - Secondary|	|1|	|0|	|
~~2081|	|Ext-Millennium Area Manager|	|Area Manager|	|3|	|0|	|95|	|Extraction - Millennium|	|1|	|0|	|
~~2082|	|UPO - Unit Leader|	|UPO - Unit Leader|	|3|	|1|	|98|	|UPG -  Offplots|	|1|	|0|	|
~~2083|	|UPO - North Tank Farm|	|UPO - North Tank Farm|	|3|	|0|	|58|	|UPG -  Offplots|	|1|	|0|	|
~~2084|	|UPO - South Tank Farm|	|UPO - South Tank Farm|	|3|	|0|	|58|	|UPG -  Offplots|	|1|	|0|	|
~~2085|	|UP2 - Primary Field operator Plant 53|	|UP2 - Primary Field operator Plant 53|	|3|	|1|	|58|	|UP2 - Primary|	|1|	|0|	|
~~2086|	|UPS2 - Plant 53 Field Operator|	|UPS2 - Plant 53 Sulphur Field Operator|	|3|	|0|	|58|	|UPG - Sulphur|	|1|	|0|	|
~~2087|	|UPS2 - Plant 68 Field Operator|	|UPS2 - Plant 68 Sulphur Field Operator|	|3|	|0|	|58|	|UPG - Sulphur|	|1|	|0|	|
~~2088|	|UPO - Waste water operator|	|UPO - Waste water operator|	|3|	|0|	|58|	|UPG -  Offplots|	|1|	|0|	|
